Thu Jul 03 14:47:38 2014    6modules_transform.stats

         2914781 function calls (2562177 primitive calls) in 5.836 CPU seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    36/30    0.001    0.000    0.009    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:293(visit_boolop)
      9/7    0.000    0.000    0.008    0.001 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:777(visit_tryfinally)
    48456    0.007    0.000    0.007    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\scoped_nodes.py:115(frame)
      974    0.004    0.000    0.007    0.000 {method 'update' of 'set' objects}
       46    0.000    0.000    0.007    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\Playero.py:137(buildMethod)
      301    0.007    0.000    0.007    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.006    0.001 e:\Develop\desarrollo\python\other\pylint-playero-plugin\funcs.py:70(getRecordsInfo)
    17731    0.006    0.000    0.006    0.000 c:\Python26\lib\ntpath.py:122(splitdrive)
     7602    0.005    0.000    0.006    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\mixins.py:78(ass_type)
       12    0.000    0.000    0.006    0.000 e:\Develop\desarrollo\python\other\pylint-playero-plugin\parse.py:8(parseRecordXML)
    30761    0.006    0.000    0.006    0.000 {method 'add' of 'set' objects}
  862/861    0.004    0.000    0.005    0.000 {method 'extend' of 'list' objects}
       15    0.000    0.000    0.005    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:803(visit_while)
      151    0.000    0.000    0.005    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:601(visit_index)
     7980    0.005    0.000    0.005    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\protocols.py:212(assend_assigned_stmts)
       34    0.000    0.000    0.005    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:442(visit_excepthandler)
       49    0.000    0.000    0.004    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:786(visit_tuple)
       31    0.000    0.000    0.004    0.000 c:\Python26\lib\site-packages\astroid-1.1.1-py2.6.egg\astroid\rebuilder.py:402(visit_dict)
